"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","10.8.0.1","mail.trafficsystem.com.mx","NTP","90","NTP Version 3, client"
"2","0.084210","mail.trafficsystem.com.mx","10.8.0.1","NTP","90","NTP Version 3, server"
"3","3.485018","10.8.0.1","104.244.42.66","TCP","74","59826  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=1244707043 TSecr=0 WS=1024"
"4","3.488816","104.244.42.66","10.8.0.1","TCP","54","443  >  59826 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"5","3.488863","10.8.0.1","104.244.42.66","TCP","74","59828  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=1244707044 TSecr=0 WS=1024"
"6","3.491593","104.244.42.66","10.8.0.1","TCP","54","443  >  59828 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"7","3.491638","10.8.0.1","104.244.42.66","TCP","74","59830  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=1244707045 TSecr=0 WS=1024"
"8","3.493715","104.244.42.66","10.8.0.1","TCP","54","443  >  59830 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"9","3.493755","10.8.0.1","104.244.42.66","TCP","54","59826  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"10","3.493777","10.8.0.1","104.244.42.66","TCP","54","59828  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"11","3.493793","10.8.0.1","104.244.42.66","TCP","54","59830  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"12","3.498866","10.8.0.1","104.244.42.66","TLSv1.3","571","Client Hello"
"13","3.498952","104.244.42.66","10.8.0.1","TCP","54","443  >  59830 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"14","3.499370","10.8.0.1","104.244.42.66","TLSv1.3","571","Client Hello"
"15","3.499424","104.244.42.66","10.8.0.1","TCP","54","443  >  59828 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"16","3.507016","10.8.0.1","104.244.42.66","TLSv1.3","571","Client Hello"
"17","3.507038","104.244.42.66","10.8.0.1","TCP","54","443  >  59826 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"18","3.705033","104.244.42.66","10.8.0.1","TLSv1.3","3399","Server Hello, Change Cipher Spec, Application Data"
"19","3.755468","104.244.42.66","10.8.0.1","TLSv1.3","3399","Server Hello, Change Cipher Spec, Application Data"
"20","3.755535","10.8.0.1","104.244.42.66","TCP","54","59828  >  443 [ACK] Seq=518 Ack=3346 Win=65535 Len=0"
"21","3.755652","104.244.42.66","10.8.0.1","TLSv1.3","3399","Server Hello, Change Cipher Spec, Application Data"
