"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2022-01-19 21:59:36.572378","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TCP","74","42094  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=1906044979 TSecr=0 WS=1024"
"2","2022-01-19 21:59:36.574290","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"3","2022-01-19 21:59:36.574328","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TCP","54","42094  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"4","2022-01-19 21:59:36.576936","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","453","Client Hello"
"5","2022-01-19 21:59:36.577026","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1 Ack=400 Win=65535 Len=0"
"6","2022-01-19 21:59:36.577764","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","462","Change Cipher Spec, Application Data"
"7","2022-01-19 21:59:36.577837","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1 Ack=808 Win=65535 Len=0"
"8","2022-01-19 21:59:36.606341","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","350","Application Data"
"9","2022-01-19 21:59:36.606453","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1 Ack=1104 Win=65535 Len=0"
"10","2022-01-19 21:59:36.608904","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","315","Application Data"
"11","2022-01-19 21:59:36.609003","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1 Ack=1365 Win=65535 Len=0"
"12","2022-01-19 21:59:36.616114","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","106","Application Data"
"13","2022-01-19 21:59:36.616225","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1 Ack=1417 Win=65535 Len=0"
"14","2022-01-19 21:59:36.616678","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","102","Application Data"
"15","2022-01-19 21:59:36.616710","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1 Ack=1465 Win=65535 Len=0"
"16","2022-01-19 21:59:36.624501","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","293","Application Data"
"17","2022-01-19 21:59:36.624613","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1 Ack=1704 Win=65535 Len=0"
"18","2022-01-19 21:59:36.631697","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","422","Application Data"
"19","2022-01-19 21:59:36.631801","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1 Ack=2072 Win=65535 Len=0"
"20","2022-01-19 21:59:36.638338","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","353","Application Data"
"21","2022-01-19 21:59:36.638450","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1 Ack=2371 Win=65535 Len=0"
"22","2022-01-19 21:59:36.705086","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","74","58188  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=542498621 TSecr=0 WS=1024"
"23","2022-01-19 21:59:36.708433","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58188 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"24","2022-01-19 21:59:36.708483","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","54","58188  >  5222 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"25","2022-01-19 21:59:36.709378","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","58","58188  >  5222 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=4 [TCP segment of a reassembled PDU]"
"26","2022-01-19 21:59:36.709445","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58188 [ACK] Seq=1 Ack=5 Win=65535 Len=0"
"27","2022-01-19 21:59:36.709957","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","61","58188  >  5222 [PSH, ACK] Seq=5 Ack=1 Win=65535 Len=7 [TCP segment of a reassembled PDU]"
"28","2022-01-19 21:59:36.710018","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58188 [ACK] Seq=1 Ack=12 Win=65535 Len=0"
"29","2022-01-19 21:59:36.710140","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","58","58188  >  5222 [PSH, ACK] Seq=12 Ack=1 Win=65535 Len=4 [TCP segment of a reassembled PDU]"
"30","2022-01-19 21:59:36.710171","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58188 [ACK] Seq=1 Ack=16 Win=65535 Len=0"
"31","2022-01-19 21:59:36.715202","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","590","58188  >  5222 [ACK] Seq=16 Ack=1 Win=65535 Len=536 [TCP segment of a reassembled PDU]"
"32","2022-01-19 21:59:36.715227","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58188 [ACK] Seq=1 Ack=552 Win=65535 Len=0"
"33","2022-01-19 21:59:36.715236","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","590","58188  >  5222 [PSH, ACK] Seq=552 Ack=1 Win=65535 Len=536 [TCP segment of a reassembled PDU]"
"34","2022-01-19 21:59:36.715257","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58188 [ACK] Seq=1 Ack=1088 Win=65535 Len=0"
"35","2022-01-19 21:59:36.715265","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","213","58188  >  5222 [PSH, ACK] Seq=1088 Ack=1 Win=65535 Len=159 [TCP segment of a reassembled PDU]"
"36","2022-01-19 21:59:36.715282","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58188 [ACK] Seq=1 Ack=1247 Win=65535 Len=0"
"37","2022-01-19 21:59:36.740489","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TLSv1.3","270","Server Hello, Change Cipher Spec, Application Data"
"38","2022-01-19 21:59:36.790668","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TCP","54","42094  >  443 [ACK] Seq=2371 Ack=217 Win=65535 Len=0"
"39","2022-01-19 21:59:36.790820","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","138","Application Data, Application Data"
"40","2022-01-19 21:59:36.790892","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=217 Ack=2455 Win=65535 Len=0"
"41","2022-01-19 21:59:36.841258","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TLSv1.3","964","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"42","2022-01-19 21:59:36.891438","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TCP","54","42094  >  443 [ACK] Seq=2455 Ack=1127 Win=65535 Len=0"
"43","2022-01-19 21:59:36.891630","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TLSv1.3","341","Application Data"
"44","2022-01-19 21:59:36.891644","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","85","Application Data"
"45","2022-01-19 21:59:36.891696","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42094 [ACK] Seq=1127 Ack=2486 Win=65535 Len=0"
"46","2022-01-19 21:59:36.891732","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TCP","54","42094  >  443 [ACK] Seq=2486 Ack=1414 Win=65535 Len=0"
"47","2022-01-19 21:59:36.891740","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TCP","54","[TCP Dup ACK 46#1] 42094  >  443 [ACK] Seq=2486 Ack=1414 Win=65535 Len=0"
"48","2022-01-19 21:59:36.893176","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","111","5222  >  58188 [PSH, ACK] Seq=1 Ack=1247 Win=65535 Len=57 [TCP segment of a reassembled PDU]"
"49","2022-01-19 21:59:36.943279","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","54","58188  >  5222 [ACK] Seq=1247 Ack=58 Win=65535 Len=0"
"50","2022-01-19 21:59:36.943391","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TLSv1.3","436","Application Data, Application Data"
"51","2022-01-19 21:59:36.943466","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","107","5222  >  58188 [PSH, ACK] Seq=58 Ack=1247 Win=65535 Len=53 [TCP segment of a reassembled PDU]"
"52","2022-01-19 21:59:36.943485","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TCP","54","42094  >  443 [ACK] Seq=2486 Ack=1796 Win=65535 Len=0"
"53","2022-01-19 21:59:36.943495","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","54","58188  >  5222 [ACK] Seq=1247 Ack=111 Win=65535 Len=0"
"54","2022-01-19 21:59:36.946113","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","98","58188  >  5222 [PSH, ACK] Seq=1247 Ack=111 Win=65535 Len=44 [TCP segment of a reassembled PDU]"
"55","2022-01-19 21:59:36.946180","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58188 [ACK] Seq=111 Ack=1291 Win=65535 Len=0"
"56","2022-01-19 21:59:37.026470","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","100","5222  >  58188 [PSH, ACK] Seq=111 Ack=1291 Win=65535 Len=46 [TCP segment of a reassembled PDU]"
"57","2022-01-19 21:59:37.076647","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","54","58188  >  5222 [ACK] Seq=1291 Ack=157 Win=65535 Len=0"
"58","2022-01-19 21:59:37.076907","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","141","5222  >  58188 [PSH, ACK] Seq=157 Ack=1291 Win=65535 Len=87 [TCP segment of a reassembled PDU]"
"59","2022-01-19 21:59:37.127059","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","54","58188  >  5222 [ACK] Seq=1291 Ack=244 Win=65535 Len=0"
"60","2022-01-19 21:59:37.655969","10.8.0.1","40.70.161.102","TCP","74","43338  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=1435801795 TSecr=0 WS=1024"
"61","2022-01-19 21:59:37.661529","40.70.161.102","10.8.0.1","TCP","54","443  >  43338 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"62","2022-01-19 21:59:37.661629","10.8.0.1","40.70.161.102","TCP","54","43338  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"63","2022-01-19 21:59:37.668739","10.8.0.1","40.70.161.102","TLSv1.2","571","Client Hello"
"64","2022-01-19 21:59:37.668841","40.70.161.102","10.8.0.1","TCP","54","443  >  43338 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"65","2022-01-19 21:59:37.943034","40.70.161.102","10.8.0.1","TLSv1.2","4258","Server Hello"
"66","2022-01-19 21:59:37.994623","10.8.0.1","40.70.161.102","TCP","54","43338  >  443 [ACK] Seq=518 Ack=4205 Win=65535 Len=0"
"67","2022-01-19 21:59:38.015105","40.70.161.102","10.8.0.1","TLSv1.2","907","Certificate, Server Key Exchange, Server Hello Done"
