"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2022-01-19 22:48:38.202445","10.8.0.1","edge-mqtt-shv-01-iad3.facebook.com","TCP","74","34118  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=2148199658 TSecr=0 WS=1024"
"2","2022-01-19 22:48:38.213544","edge-mqtt-shv-01-iad3.facebook.com","10.8.0.1","TCP","54","443  >  34118 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"3","2022-01-19 22:48:38.213588","10.8.0.1","edge-mqtt-shv-01-iad3.facebook.com","TCP","54","34118  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"4","2022-01-19 22:48:38.220675","10.8.0.1","edge-mqtt-shv-01-iad3.facebook.com","TLSv1.3","453","Client Hello"
"5","2022-01-19 22:48:38.220763","edge-mqtt-shv-01-iad3.facebook.com","10.8.0.1","TCP","54","443  >  34118 [ACK] Seq=1 Ack=400 Win=65535 Len=0"
"6","2022-01-19 22:48:38.221722","10.8.0.1","edge-mqtt-shv-01-iad3.facebook.com","TLSv1.3","461","Change Cipher Spec, Application Data"
"7","2022-01-19 22:48:38.221778","edge-mqtt-shv-01-iad3.facebook.com","10.8.0.1","TCP","54","443  >  34118 [ACK] Seq=1 Ack=807 Win=65535 Len=0"
"8","2022-01-19 22:48:38.299152","10.8.0.1","edge-mqtt-shv-01-iad3.facebook.com","TCP","74","34122  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=2148199744 TSecr=0 WS=1024"
"9","2022-01-19 22:48:38.302438","edge-mqtt-shv-01-iad3.facebook.com","10.8.0.1","TCP","54","443  >  34122 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"10","2022-01-19 22:48:38.302477","10.8.0.1","edge-mqtt-shv-01-iad3.facebook.com","TCP","54","34122  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"11","2022-01-19 22:48:38.303362","10.8.0.1","edge-mqtt-shv-01-iad3.facebook.com","TLSv1.2","311","Client Hello"
"12","2022-01-19 22:48:38.303473","edge-mqtt-shv-01-iad3.facebook.com","10.8.0.1","TCP","54","443  >  34122 [ACK] Seq=1 Ack=258 Win=65535 Len=0"
"13","2022-01-19 22:48:38.354151","edge-mqtt-shv-01-iad3.facebook.com","10.8.0.1","TLSv1.3","1432","Server Hello, Change Cipher Spec, Application Data"
"14","2022-01-19 22:48:38.404301","10.8.0.1","edge-mqtt-shv-01-iad3.facebook.com","TCP","54","34118  >  443 [ACK] Seq=807 Ack=1379 Win=65535 Len=0"
"15","2022-01-19 22:48:38.404592","edge-mqtt-shv-01-iad3.facebook.com","10.8.0.1","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"16","2022-01-19 22:48:38.404654","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-01-iad3.facebook.com","TCP","74","41416  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=2780872830 TSecr=0 WS=1024"
"17","2022-01-19 22:48:38.407058","whatsapp-chatd-msgr-mini-edge-shv-01-iad3.facebook.com","10.8.0.1","TCP","54","5222  >  41416 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"18","2022-01-19 22:48:38.407104","10.8.0.1","edge-mqtt-shv-01-iad3.facebook.com","TCP","54","34118  >  443 [ACK] Seq=807 Ack=2759 Win=65535 Len=0"
