"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2022-01-19 23:04:58.920213","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TCP","74","50394  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=254428661 TSecr=0 WS=1024"
"2","2022-01-19 23:04:58.921887","a23-203-96-23.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","54","443  >  50394 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"3","2022-01-19 23:04:58.921910","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TCP","54","50394  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"4","2022-01-19 23:04:58.924584","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TLSv1.2","571","Client Hello"
"5","2022-01-19 23:04:58.924709","a23-203-96-23.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","54","443  >  50394 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"6","2022-01-19 23:04:59.047006","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TCP","74","50398  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=254428788 TSecr=0 WS=1024"
"7","2022-01-19 23:04:59.049264","a23-203-96-23.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","54","443  >  50398 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"8","2022-01-19 23:04:59.049304","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TCP","54","50398  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"9","2022-01-19 23:04:59.052727","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TLSv1.2","571","Client Hello"
"10","2022-01-19 23:04:59.052842","a23-203-96-23.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","54","443  >  50398 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"11","2022-01-19 23:04:59.076210","a23-203-96-23.deploy.static.akamaitechnologies.com","10.8.0.1","TLSv1.2","200","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"12","2022-01-19 23:04:59.126361","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TCP","54","50394  >  443 [ACK] Seq=518 Ack=147 Win=65535 Len=0"
"13","2022-01-19 23:04:59.126493","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"14","2022-01-19 23:04:59.126580","a23-203-96-23.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","54","443  >  50394 [ACK] Seq=147 Ack=569 Win=65535 Len=0"
"15","2022-01-19 23:04:59.126592","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TLSv1.2","193","Application Data, Application Data, Application Data"
"16","2022-01-19 23:04:59.126612","a23-203-96-23.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","54","443  >  50394 [ACK] Seq=147 Ack=708 Win=65535 Len=0"
"17","2022-01-19 23:04:59.142116","10.8.0.1","a23-203-96-23.deploy.static.akamaitechnologies.com","TLSv1.2","485","Application Data"
"18","2022-01-19 23:04:59.142207","a23-203-96-23.deploy.static.akamaitechnologies.com","10.8.0.1","TCP","54","443  >  50394 [ACK] Seq=147 Ack=1139 Win=65535 Len=0"
