"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2022-01-19 22:12:17.187596","10.8.0.1","edge-mqtt-mini-shv-02-ort2.facebook.com","TCP","74","52424  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=579727888 TSecr=0 WS=1024"
"2","2022-01-19 22:12:17.189708","edge-mqtt-mini-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","443  >  52424 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"3","2022-01-19 22:12:17.189744","10.8.0.1","edge-mqtt-mini-shv-02-ort2.facebook.com","TCP","54","52424  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"4","2022-01-19 22:12:17.195888","10.8.0.1","edge-mqtt-mini-shv-02-ort2.facebook.com","TLSv1.3","571","Client Hello"
"5","2022-01-19 22:12:17.195971","edge-mqtt-mini-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","443  >  52424 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"6","2022-01-19 22:12:17.196181","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TCP","74","42352  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=1906805603 TSecr=0 WS=1024"
"7","2022-01-19 22:12:17.197720","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42352 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"8","2022-01-19 22:12:17.197747","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TCP","54","42352  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"9","2022-01-19 22:12:17.199664","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","453","Client Hello"
"10","2022-01-19 22:12:17.199724","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42352 [ACK] Seq=1 Ack=400 Win=65535 Len=0"
"11","2022-01-19 22:12:17.200288","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","462","Change Cipher Spec, Application Data"
"12","2022-01-19 22:12:17.200309","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42352 [ACK] Seq=1 Ack=808 Win=65535 Len=0"
"13","2022-01-19 22:12:17.209552","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","315","Application Data"
"14","2022-01-19 22:12:17.209633","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42352 [ACK] Seq=1 Ack=1069 Win=65535 Len=0"
"15","2022-01-19 22:12:17.212781","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","289","Application Data"
"16","2022-01-19 22:12:17.212850","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42352 [ACK] Seq=1 Ack=1304 Win=65535 Len=0"
"17","2022-01-19 22:12:17.216354","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","424","Application Data"
"18","2022-01-19 22:12:17.216432","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42352 [ACK] Seq=1 Ack=1674 Win=65535 Len=0"
"19","2022-01-19 22:12:17.219554","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","355","Application Data"
"20","2022-01-19 22:12:17.219614","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42352 [ACK] Seq=1 Ack=1975 Win=65535 Len=0"
"21","2022-01-19 22:12:17.220903","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","106","Application Data"
"22","2022-01-19 22:12:17.220953","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42352 [ACK] Seq=1 Ack=2027 Win=65535 Len=0"
"23","2022-01-19 22:12:17.223037","10.8.0.1","edge-mqtt-shv-01-ort2.facebook.com","TLSv1.3","102","Application Data"
"24","2022-01-19 22:12:17.223087","edge-mqtt-shv-01-ort2.facebook.com","10.8.0.1","TCP","54","443  >  42352 [ACK] Seq=1 Ack=2075 Win=65535 Len=0"
"25","2022-01-19 22:12:17.265109","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","74","58450  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=543259199 TSecr=0 WS=1024"
"26","2022-01-19 22:12:17.266481","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58450 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"27","2022-01-19 22:12:17.266511","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","54","58450  >  5222 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"28","2022-01-19 22:12:17.266787","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","58","58450  >  5222 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=4 [TCP segment of a reassembled PDU]"
"29","2022-01-19 22:12:17.266811","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58450 [ACK] Seq=1 Ack=5 Win=65535 Len=0"
"30","2022-01-19 22:12:17.266868","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","61","58450  >  5222 [PSH, ACK] Seq=5 Ack=1 Win=65535 Len=7 [TCP segment of a reassembled PDU]"
"31","2022-01-19 22:12:17.266883","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58450 [ACK] Seq=1 Ack=12 Win=65535 Len=0"
"32","2022-01-19 22:12:17.266920","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","58","58450  >  5222 [PSH, ACK] Seq=12 Ack=1 Win=65535 Len=4 [TCP segment of a reassembled PDU]"
"33","2022-01-19 22:12:17.266934","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","5222  >  58450 [ACK] Seq=1 Ack=16 Win=65535 Len=0"
"34","2022-01-19 22:12:17.270342","10.8.0.1","whatsapp-chatd-msgr-mini-edge-shv-02-ort2.facebook.com","TCP","590","58450  >  5222 [ACK] Seq=16 Ack=1 Win=65535 Len=536 [TCP segment of a reassembled PDU]"
