"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2022-01-19 21:48:03.353381","10.8.0.1","ord38s32-in-f2.1e100.net","TCP","74","42588  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=1881640821 TSecr=0 WS=1024"
"2","2022-01-19 21:48:03.356071","ord38s32-in-f2.1e100.net","10.8.0.1","TCP","54","443  >  42588 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"3","2022-01-19 21:48:03.356109","10.8.0.1","ec2-52-17-143-157.eu-west-1.compute.amazonaws.com","TCP","74","50770  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=1016793593 TSecr=0 WS=1024"
"4","2022-01-19 21:48:03.360443","ec2-52-17-143-157.eu-west-1.compute.amazonaws.com","10.8.0.1","TCP","54","443  >  50770 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"5","2022-01-19 21:48:03.360475","10.8.0.1","ord38s32-in-f2.1e100.net","TCP","54","42588  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"6","2022-01-19 21:48:03.360485","10.8.0.1","ord38s32-in-f2.1e100.net","TCP","590","42588  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=536 [TCP segment of a reassembled PDU]"
"7","2022-01-19 21:48:03.360507","ord38s32-in-f2.1e100.net","10.8.0.1","TCP","54","443  >  42588 [ACK] Seq=1 Ack=537 Win=65535 Len=0"
"8","2022-01-19 21:48:03.360514","10.8.0.1","ord38s32-in-f2.1e100.net","TLSv1.3","92","Client Hello"
"9","2022-01-19 21:48:03.360528","ord38s32-in-f2.1e100.net","10.8.0.1","TCP","54","443  >  42588 [ACK] Seq=1 Ack=575 Win=65535 Len=0"
"10","2022-01-19 21:48:03.360533","10.8.0.1","ec2-52-17-143-157.eu-west-1.compute.amazonaws.com","TCP","54","50770  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"11","2022-01-19 21:48:03.362374","10.8.0.1","ec2-52-17-143-157.eu-west-1.compute.amazonaws.com","TLSv1.2","571","Client Hello"
"12","2022-01-19 21:48:03.362438","ec2-52-17-143-157.eu-west-1.compute.amazonaws.com","10.8.0.1","TCP","54","443  >  50770 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"13","2022-01-19 21:48:03.465258","10.8.0.1","edge-mqtt-shv-02-ort2.facebook.com","TCP","74","39848  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=3493067146 TSecr=0 WS=1024"
"14","2022-01-19 21:48:03.469383","edge-mqtt-shv-02-ort2.facebook.com","10.8.0.1","TCP","54","443  >  39848 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0"
"15","2022-01-19 21:48:03.469420","10.8.0.1","edge-mqtt-shv-02-ort2.facebook.com","TCP","54","39848  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
